Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
Vorrat,Ei,3,0,6,0,1,2,3,8,0,1,0,0,4,2.15
Fruchtbarkeit,Ei,7,9,7,8,8,8,8,10,8,8,6,8,8,7.92
Aktie,Live,0,2,0,1,5,1,3,0,0,1,0,0,1,1.08
Aktie,Leben,0,0,0,0,5,0,0,1,0,1,0,0,1,0.62
Buch,Bibliothek,8,7,8,4,9,9,9,10,8,10,8,10,8,8.31
Bank,Geld,8,9,9,5,8,8,10,10,9,10,4,8,8,8.15
Holz,Wald,9,7,8,7,7,9,9,10,10,10,7,10,8,8.54
Geld,Bargeld,10,10,9,10,10,9,10,10,10,10,9,10,9,9.69
Professor,Gurke,0,0,0,0,0,0,0,0,0,1,0,0,1,0.15
König,Kohl,0,0,0,0,0,0,0,0,0,1,1,0,1,0.23
König,Königin,10,10,10,10,10,10,10,10,10,10,10,10,10,10.00
König,Turm,2,2,7,6,8,7,1,10,4,9,4,0,7,5.15
Bischoff,Rabbi,9,5,7,0,2,8,9,9,9,8,8,8,9,7.00
Jerusalem,Israel,9,8,8,8,10,9,10,10,8,10,7,10,8,8.85
Jerusalem,Palestinensisch,7,8,8,8,5,6,6,9,8,10,4,5,5,6.85
Heilig,Sex,0,0,0,3,0,2,0,1,0,1,0,0,2,0.69
Ficken,Sex,8,9,7,9,9,9,10,10,10,10,9,10,9,9.15
Maradona,Fußball,8,8,8,7,7,9,10,10,9,10,0,10,8,8.00
Fußball,Basketball,8,0,8,0,6,7,5,9,10,5,2,3,7,5.38
Fußball,Tennis,7,0,6,0,6,6,3,10,9,5,2,0,7,4.69
Tennis,Schläger,8,7,6,6,6,8,9,10,9,10,0,5,8,7.08
Arafat,Frieden,5,2,0,2,3,7,2,0,0,4,3,0,4,2.46
Arafat,Terror,5,0,0,0,6,5,5,10,9,10,4,10,4,5.23
Arafat,Jackson,2,0,0,0,0,2,0,0,0,1,0,0,4,0.69
Gesetz,Anwalt,8,8,9,7,8,9,9,10,9,10,6,8,8,8.38
Film,Star,7,7,9,7,9,8,9,10,9,10,4,5,5,7.62
Film,Popcorn,1,10,4,8,5,5,5,9,7,10,6,9,0,6.08
Film,Kritik,1,10,1,7,4,5,4,8,8,9,6,8,5,5.85
Kino,Theater,5,8,6,6,7,5,5,9,7,10,7,9,5,6.85
Physik,Proton,2,5,2,7,6,6,8,9,7,10,9,10,10,7.00
Physik,Chemie,4,8,8,8,7,7,8,8,8,10,9,8,5,7.54
Weltall,Chemie,2,5,0,6,5,3,0,7,3,10,2,0,0,3.31
Alkohol,Chemie,2,4,3,5,6,3,5,8,2,8,5,7,8,5.08
Wodka,Gin,6,9,4,9,6,7,6,9,8,10,9,10,10,7.92
Wodka,Brandy,6,9,8,9,6,6.8,6,9,8,10,9,10,10,8.22
Drink,Auto,0,3,0,3,3,3,0,2,1,8,1,0,0,1.85
Trinken,Ohren,0,0,0,0,2,2,0,0,0,3,1,0,0,0.62
Trinken,Mund,0,8,0,2,6,6,6,8,9,10,9,10,10,6.46
Trinken,Essen,2,9,2,5,8,7,6,8,9,10,8,10,10,7.23
Baby,Mutter,2,8,10,9,6,6,6,8,9,10,8,10,10,7.85
Säugen,Mutter,2,9,10,8,6,5,6,8,8,9,9,10,10,7.69
Auto,Fahrzeug,7,10,9,9,8,7,10,9.5,10,10,10,10,10,9.19
Edelstein,Juwel,8,9,10,9,8,7,10,9.5,10,10,10,10,10,9.27
Ausflug,Reise,7,8,9,7,8,8,8,9,5,10,9,9,10,8.23
Junge,Bursche,9,10,9,9,8,8,10,9.5,8,10,10,10,10,9.27
Irrenanstalt,Tollhaus,9,6,2,10,9,9,5,9.5,10,8.5,9,10,10,8.23
Magier,Zauberer,9,9,10,10,9,9,10,9.5,10,10,10,10,10,9.65
Ofen,Herd,7,9,5,8,9,8,10,9.5,9,10,10,10,10,8.81
Essen,Frucht,4,6,3,7,7,6,7,9,5,8,8,8,10,6.77
Vogel,Hahn,6,4,4,6,7,6,7,9,3,10,10,7,0,6.08
Vogel,Kranich,6,7,1,9,7,6,7,9,8,8,10,9,10,7.46
Werkzeug,Arbeitsgerät,8,6,9,10,8,6,9,9,8,10,8,10,8,8.38
Bruder,Mönch,5,6,2,9,4,7,3,9,4,7,9,7,5,5.92
Kran,Arbeitsgerät,2,6,2,3,6,6,9,9,3,9,6,8,10,6.08
Bursche,Bruder,1,2,0,3,4,5,0,5,4,9,5,7,10,4.23
Fahrt,Auto,2,4,9,3,5,6,4,6,8,9,10,10,10,6.62
Mönch,Orakel,1,1,0,0,2,0,0,4,0,8,2,0,0,1.38
Friedhof,Waldgebiet,1,1,0,0,3,1,0,4,5,5,2,0,3,1.92
Essen,Hahn,1,3,1,1,4,0,0,6,3,4,5,7,10,3.46
Küste,Hügel,0,2,0,2,5,2,3,8,4,8,1,0,0,2.69
Wald,Friedhof,1,2,0,0,3,3,0,5,6,4,2,7,10,3.31
Ufer,Waldgebiet,0,1,0,0,5,2,0,6,1,9,1,0,5,2.31
Mönch,Sklave,0,1,5,0,3,0,0,1,2,1,1,0,0,1.08
Küste,Wald,0,2,0,0,5,2,0,8,0,5,1,0,0,1.77
Bursche,Zauberer,0,1,0,0,2,0,0,1,0,0,1,0,5,0.77
Akkord,Lächeln,0,1,0,0,1,0,0,1,0,0,1,0,0,0.31
Glas,Magier,0,10,0,1,2,0,0,1,0,0,1,7,0,1.69
Mittag,Faden,0,1,0,0,0,0,0,0,0,0,1,0,0,0.15
Hahn,Reise,0,1,0,2,0,0,0,0,0,0,1,0,0,0.31
Geld,Dollar,3,5,7,8,8,6,9,9,9,10,10,9,10,7.92
Geld,Bargeld,9,6,9,10,9,8,10,9.5,9,10,10,10,10,9.19
Geld,Währung,4,7,3,8,9,6,10,9.5,9,10,10,10,10,8.12
Geld,Reichtum,7,5,6,7,8,6,9,8.5,10,10,10,10,10,8.19
Geld,Eigentum,5,4,8,6,8,5,5,8,8,10,6,8,5,6.62
Geld,Besitz,5,4,8,6,8,5,6,8,9,10,8,8,5,6.92
Geld,Bank,4,7,8,9,8,6,9,9,8,10,10,10,10,8.31
Geld,Pfand,3,4,3,6,7,3,5,7,3,10,6,5,4.7,5.13
Geld,Einzahlung,3,6,3,7,7,4,5,7,9,10,6,8,6,6.23
Geld,Abheben,5,6,2,8,7,4,8,9,9,9,3,8,7,6.54
Geld,Wäsche,1,6,0,3,5,2,6,4,7,8,2,1,2,3.62
Tiger,Jaguar,1,5,2,8,6,5,3,9,6,10,8,8,7,6.00
Tiger,Katze,4,7,5,9,6,5,4,9,8,10,6,8,8.9,6.92
Tiger,Raubtier,5,7,3,10,8,6,8,9,10,10,8,10,10,8.00
Tiger,Säugetier,5,7,0,10,6,5.5,5,9,3,10,7,8,10,6.58
Tiger,Tier,5,8,9,10,7,5,9,9,9,10,8,5,8,7.85
Tiger,Organismus,2,3,0,8,5,2,5,7,1,4,1,1,7.7,3.59
Tiger,Fauna,1,1,0,8,5,2,0,7,1,10,6,5,2,3.69
Tiger,Zoo,2,5,5,3,7,3,3,7,9,10,6,8,8.8,5.91
Psychologie,Psychiatrie,6,3,8,8,6,3,6,8,7,10,8,8,8,6.85
Psychologie,Beklemmung,6,7,0,4,6,0,6,6,2,5,4,5,5.6,4.35
Psychologie,Angst,7,6,2,3,6,0,6,7,3,8,2,8,6,4.92
Psychologie,Depression,8,5,8,6,6,3,6,8,8,9,6,8,7,6.77
Psychologie,Klinik,6,4,8,6,6,2,6,8,8,9,4,5,8.2,6.17
Psychologie,Arzt,4,6,5,3,6,0,6,7,10,9,7,5,8,5.85
Psychologie,Freud,7,8,8,7,7,6,9,9,2,7,1,10,10,7.00
Psychologie,Seele,4,2,9,1,6,2,6,8,9,10,4,8,7.5,5.88
Psychologie,Gesundheit,5,6,5,4,6,2,5,7,3,8,5,5,5.4,5.11
Psychologie,Wissenschaft,5,4,0,4,7,4,9,7,8,6,6,10,7.5,5.96
Psychologie,Disziplin,3,1,4,4,7,4,9,7,4,9,4,1,5,4.77
Psychologie,Erkenntnis,3,2,1,2,7,0,6,8,5,9,5,10,6,4.92
Planet,Stern,8,4,8,6,8,3,9,8,7,10,7,8,8,7.23
Planet,Konstellation,2,5,2,7,7,4,9,9,9,10,5,5,7,6.23
Planet,Mond,8,4,6,6,8,3,9,7,5,10,8,10,8,7.08
Planet,Sonne,8,4,6,6,8,3,9,7,5,10,9,10,7,7.08
Planet,Galaxie,3,4,9,7,7,3,9,8,6,10,7,10,9,7.08
Planet,Weltraum,2,5,4,7,7,4,9,8,9,10,8,10,9,7.08
Planet,Astronom,2,6,5,4,8,4,9,8,9,10,6,5,7,6.38
Präzedenz,Beispiel,3,10,6,1,9,8,9,7,9,3,4,10,9.8,6.83
Basis,Information,1,2,8,0,6,5,0,6,0,9,2,1,3.2,3.32
Voraussetzung,Erkenntnis,0,1,3,0,6,5,0,6,2,8,3,1,6,3.15
Präzedensfall,Gesetz,1,2,2,7,5,5,5,8,9,10,8,5,6,5.62
Beispielhaft,Sammlung,0,1,2,0,3,1,0,5,2,3,1,1,6,1.92
Vorbildlich,Gruppe,0,2,1,0,2,0,0,4,6,9,2,1,1.5,2.19
Vorangehend,Vorausgehend,8,10,7,2,9,9,10,9.5,4,8,8,10,10,8.04
Tasse,Kaffee,4,8,8,8,8,6,3,8,8,10,6,8,8.7,7.21
Tasse,Geschirr,7,6,2,9,8,7,9,8,10,10,8,10,10,8.00
Tasse,Gegenstand,4,7,1,9,3,5,8,7,8,10,6,5,6,6.08
Tasse,Artefakt,2,4,0,4,0,1,0,2,0,2,1,5,5,2.00
Tasse,Objekt,2,6,8,5,1,5,8,7,2,10,6,5,9,5.69
Tasse,Ding,2,6,0,4,1,5,8,7,7,10,6,5,5,5.08
Tasse,Trinken,4,5,10,6,8,6,8,8,9,10,7,10,8,7.62
Tasse,Essen,0,1,0,2,6,1,0,6,1,2,2,1,1,1.77
Tasse,Substanz,0,1,0,1,0,0,0,7,0,8,0,1,4,1.69
Tasse,Flüssigkeit,0,5,5,2,8,4,5,8,9,8,2,8,7.1,5.47
Jaguar,Katze,8,6,5,9,5,5,5,9,2,10,7,8,7.6,6.66
Jaguar,Auto,4,6,10,8,8,5,5,9,10,10,8,8,7.2,7.55
Energie,Minister,0,7,0,4,0,1,1,7,7,10,5,8,4,4.15
Minister,Senat,1,6,3,4,5,3,5,8.5,4,10,10,10,8,5.96
Energie,Labor,2,4,2,4,2,2,2,8,2,6,5,0,3,3.23
Computer,Labor,5,3,1,3,4,2,5,8,5,5,1,9,5,4.31
Waffe,Geheimnis,2,2,0,0,3,1,0,8,4,1,1,0,2,1.85
Polizei,Fingerabdruck,2,5,1,6,5,4,6,9,9,10,8,10,6,6.23
Polizei,Ermittlung,5,5,1,7,7,4,8,9.5,10,10,10,10,8,7.27
Untersuchung,Aufwand,4,3,6,2,6,0,6,6,4,8,1,7,1,4.15
Mars,Wasser,1,2,0,4,5,2,3,7,2,8,1,0,1,2.77
Mars,Wissenschaftler,3,5,0,3,7,2,7,7,7,9,5,10,7,5.54
Nachrichten,Bericht,7,10,9,6,8,6,9,8,8,10,5,10,6,7.85
Schlucht,Landschaft,4,6,2,8,7,4,8,7,6,10,10,8,5,6.54
Bild,Oberfläche,0,5,0,2,5,0,4,4,2,5,5,7,5,3.38
Entdeckung,Weltall,1,2,5,7,7,3,3,7,1,10,5,8,3,4.77
Wasser,Leck,2,6,0,4,4,4,7,7.5,8,10,10,8,5,5.81
Zeichen,Kerbe,1,10,0,3,5,0,0,5,3,10,10,0,4,3.92
Mittwoch,Nachrichten,0,5,0,2,0,0,0,5,3,1,1,0,1,1.38
Meile,Kilometer,3,6,9,7,8,6,5,8,9,10,9,10,9,7.62
Computer,Nachrichten,1,1,2,0,5,0,2,8,9,9,8,7,3,4.23
Gebiet,Oberfläche,1,5,3,7,5,2,4,5,4,6,5,0,2,3.77
Atmosphäre,Landschaft,0,3,0,2,4,2,0,7.5,2,2,5,0,5,2.50
Präsident,Orden,0,2,0,2,5,1,1,6,1,5,8,0,5,2.77
Krieg,Truppen,6,4,2,5,6,3,8,8.5,9,10,10,10,7,6.81
Rekord,Nummer,3,2,1,6,4,3,0,6,3,1,5,0,2,2.77
Haut,Augen,1,4,0,5,2,0,4,7.5,1,8,5,8,8,4.12
Japaner,Amerikaner,1,6,0,7,5,3,4,7.5,9,10,5,8,9,5.73
Theater,Geschichte,5,3,5,6,7,0,1,7,1,1,1,8,5,3.85
Freiwilliger,Motto,0,1,0,0,0,0,0,6,0,1,1,0,1,0.77
Vorurteil,Anerkennung,0,4,5,3,6,0,0,5,8,6,5,0,3,3.46
Auszeichnung,Tapferkeit,7,4,0,7,7,5,7,7,4,9,5,10,5,5.92
Jahrhundert,Jahr,1,6,8,3,8,6,5,7,8,10,10,8,9,6.85
Jahrhundert,Nation,0,2,0,0,4,0,0,5,2,5,1,0,1,1.54
Verzögerung,Rassismus,0,0,6,0,2,0,0,3,3,1,1,0,1,1.31
Verzögerung,Nachrichten,0,0,0,0,2,0,0,4,2,1,1,0,4,1.08
Minister,Partei,3,6,7,8,8,5,6,7,9,10,10,10,7,7.38
Frieden,Plan,3,2,2,4,7,1,0,6,8,2,2,10,3,3.85
Minderheit,Frieden,1,2,0,2,4,1,6,5,2,2,1,0,3,2.23
Versuch,Frieden,0,4,7,2,4,0,0,6,9,5,5,0,3,3.46
Regierung,Krise,4,6,0,6,5,3,6,7.5,8,10,5,9,4,5.65
Aufmarsch,Abzug,7,3,1,8,6,7,0,7.5,9,9,5,10,9,6.27
Aufmarsch,Rückzug,6,3,5,8,6,7,5,7.5,3,10,10,10,8,6.81
Energie,Krise,4,6,0,4,5,5,4,7,3,10,5,8,1,4.77
Ankündigung,Nachrichten,5,6,8,4,6,3,7,7,9,10,5,7,5,6.31
Ankündigung,Aufwand,0,2,0,0,0,0,0,4,1,5,1,0,1,1.08
Schlaganfall,Krankenhaus,3,6,8,3,5,4,8,7.5,9,10,10,10,6,6.88
Behinderung,Tod,2,5,2,0,5,0,3,6.5,2,2,1,0,3,2.42
Opfer,Notfall,6,7,8,5,6,4,4,8,8,10,8,7,6,6.69
Behandlung,Erholung,5,4,5,7,5,1,5,7,2,10,2,10,8,5.46
Zeitschrift,Verein,0,3,1,2,4,0,0,4,0,6,1,0,2,1.77
Arzt,Personal,2,3,8,4,5,1,3,6,8,10,5,0,3,4.46
Arzt,Verantwortung,3,6,9,5,4,3,7,8.5,10,9,4,10,8,6.65
Haftung,Versicherung,9,4,1,10,8,4,7,9,10,9,9,10,9,7.62
Schule,Zentrum,0,2,0,5,2,0,0,7,6,6,6,9,9,4.00
Ursache,Bluthochdruck,1,6,4,1,0,0,2,8.5,3,9,5,5,3,3.65
Ursache,Kriterium,2,2,1,0,3,0,6,6,2,5,6,10,5,3.69
Hundert,Prozent,2,8,0,9,8,4,7,7,9,10,9,10,7,6.92
Harvard,Yale,4,6,8,10,8,6,7,9,10,6,9,10,9,7.85
Krankenhaus,Infrastruktur,2,8,1,3,6,4,0,7,7,8,4,9,6,5.00
Tod,Trakt,1,3,0,0,3,0,0,5,1,5,5,2,7,2.46
Tod,Insasse,2,2,0,0,3,1,7,5,0,7,2,1,1,2.38
Rechtsanwalt,Beweis,1,3,4,6,7,3,4,8,8,9,9.5,8,8,6.04
Leben,Tod,3,9,10,10,8,9,7,10,10,10,9,10,8,8.69
Leben,Dauer,3,6,9,3,3,5,7,9.5,7,9,6,10,6,6.42
Wort,Ähnlichkeit,0,3,0,0,0,1,7,7,2,5,4,2,1,2.46
Gremium,Empfehlung,1,4,2,0,0,1,3,6.5,3,6,6,9,6,3.65
Direktor,Interview,0,3,2,1,1,0,1,6,7,6,2,2,1,2.46
OPEC,Staat,0,6,3,2,6,1,3,7,2,4,6,10,1,3.92
Frieden,Stimmung,0,4,9,0,5,0,0,5,5,6,8,8,8,4.46
Frieden,Versicherung,0,2,2,0,4,0,0,7,2,3,2,5,1,2.15
Gelände,Kilometer,1,3,0,4,5,0,3,6,3,7,1,6,6,3.46
Reise,Aktivität,2,5,8,6,6,5,5,7,6,9,7,8,8,6.31
Wettbewerb,Preis,5,6,9,8,8,4,7,7.5,9,10,9,10,8,7.73
Konsument,Vertrauen,2,2,4,6,4,1,0,6,1,9,4,5,6,3.85
Konsument,Energie,1,4,1,8,4,0,6,7,2,5,3,6,1,3.69
Problem,Flughafen,0,1,0,0,2,0,0,6,4,1,3,10,2,2.23
Auto,Flug,3,2,3,3,2,2,0,8,3,4,7,10,2,3.77
Kredit,Karte,2,8,0,6,4,3,7,9,6,10,9,10,8,6.31
Vertrauen,Information,1,2,2,6,3,1,4,8,9,10,7,2,7,4.77
Hotel,Reservierung,3,6,1,7,8,4,5,8.5,8,10,8,10,10,6.81
Lebensmittel,Geld,2,4,10,4,7,0,4,7.5,2,10,4,8,1,4.88
Registrierung,Abmachung,1,6,1,3,1,0,0,5,0,10,4,2,2,2.69
Vereinbarung,Unterkunft,0,3,5,1,1,0,0,4,0,7,2,2,1,2.00
Monat,Hotel,0,1,0,0,0,0,0,4,0,2,0,1,1,0.69
Art,Sorte,7,6,5,10,9,9,10,9,10,10,9.5,10,10,8.81
Ankunft,Hotel,1,3,0,6,3,3,4,7,6,4,8,8,6,4.54
Bett,Schrank,1,6,0,7,6,4,7,7,9,8,8,10,7,6.15
Schrank,Kleider,2,5,9,7,7,5,8,7.5,9,10,8,10,10,7.50
Lage,Schlussfolgerung,0,2,0,6,4,0,4,7,3,9,3,2,8,3.69
Situation,Isolation,0,1,3,0,0,0,3,1,1,9,1,8,1,2.15
Unparteilichkeit,Interesse,2,2,0,10,0,0,0,7.5,1,1,5,1,3,2.50
Richtung,Verbindung,1,4,2,8,2,0,2,6.5,0,6,5,6,5,3.65
Straße,Platz,1,5,2,8,5,3,1,6.5,4,9,8,8,9,5.35
Straße,Allee,6,8,5,9,8,6,7,7,7,9,9.5,10,9,7.73
Straße,Häuserblock,0,3,2,8,7,3,2,6.5,8,6,9,8,9,5.50
Straße,Kinder,0,2,0,2,4,2,0,6.5,8,8,5,5,6,3.73
Aufzählung,Nähe,0,1,3,0,0,0,0,3,1,2,0,1,1,0.92
Liste,Kategorie,2,2,7,8,4,4,7,6,6,6,8,9,7,5.85
Zelle,Telefon,4,5,1,8,5,5,4,9,7,8,8,10,9,6.38
Herstellung,Wanderung,0,1,0,0,0,0,0,4,0,1,1,1,1,0.69
Richtwert,Kennziffer,5,1,4,9,1,5,0,9,4,8,8,9,1,4.92
Medien,Handel,3,2,0,2,0,0,6,3,9,5,4.3,1,2,2.87
Medien,Vorteil,2,1,0,3,0,0,7.5,1,5,1,1,1,1,1.81
Gewinnanteil,Auszahlung,6,8,7,7,2,6,8.5,8,9,10,8.7,9,6,7.32
Gewinnanteil,Kalkulation,4,2,6,5,1,5,7,8,9.5,10,9.4,9,4,6.15
Kalkulation,Berechnung,9,9,10,9,9,10,9.5,10,10,10,10,9,9.5,9.54
Währung,Markt,2,8,7,5,2,7,8.5,6,9,7,6.9,6,4,6.03
OPEC,Öl,8,4,9,8,1,5,9.5,9,10,10,10,10,6,7.65
Öl,Aktie,2,0,7,8,0,6,7,9,9,10,4.8,2,2,5.14
Ankündigung,Produktion,1,1,0,1,0,0,6,1,6,1,1.5,1,2,1.65
Ankündigung,Warnung,4,5,0,7,1,9,8.5,9,9.5,10,3.8,8,4,6.06
Gewinn,Warnung,2,0,0,4,0,0,6,2,5,10,1,4,3,2.85
Gewinn,Verlust,6,5,10,8,8,8,10,9,10,10,10,8,0,7.85
Dollar,Yen,7,0,9,8,7,9,9.5,9,10,10,6.5,8,2,7.31
Dollar,Kohle,2,6,4,7,1,7,8.5,3,10,10,2,7,5,5.58
Dollar,Gewinn,1,2,8,7,1,6,9,2,10,10,2.3,7,3,5.25
Dollar,Verlust,1,2,8,7,1,6,9,2,10,10,3.5,6,3,5.27
Computer,Software,6,8,9,8,5,8,9.5,8,10,10,10,10,7,8.35
Netzwerk,Hardware,4,9,4,6,3,8,9,4,10,10,7.4,9,6,6.88
Telefon,Zubehör,2,7,0,6,2,2,8,4,9,5,7.5,4,1,4.42
Zubehör,Hersteller,1,3,2,5,1,4,8,5,7,5,8.6,6,2,4.43
Luxus,Auto,1,1,1,4,2,4,8,6,10,10,9.8,6,4,5.14
Fünf,Monat,0,0,0,0,0,0,6,0,0,1,2.3,6,2,1.33
Bericht,Zuwachs,1,2,0,3,0,0,6,0,3,2,2.3,6,1,2.02
Investor,Einkommen,1,0,6,4,1,3,6.5,0,9,5,5.2,7,5,4.05
Flüssigkeit,Wasser,8,8,9,7,7,9,9,8,10,10,10,10,7,8.62
Baseball,Saison,6,0,4,6,3,3,7,4,6,10,4.7,9,2,4.98
Spiel,Sieg,7,5,6,8,3,4,8.5,7,10,10,8.5,10,5,7.08
Spiel,Mannschaft,6,3,6,8,5,4,8.5,8,10,10,7.9,9,4,6.88
Marathon,Sprint,7,8,10,7,2,7,9.5,10,9,10,6.2,8,6,7.67
Spiel,Serie,6,3,6,7,1,1,8,2,9,10,1,5,4,4.85
Spiel,Niederlage,4,5,6,7,3,4,8.5,8,9,10,8.5,9,6,6.77
Sieben,Reihe,6,0,7,0,0,1,5.5,1,0,5,1.8,1,3,2.41
Meeresfrüchte,Meer,5,8,8,7,6,6,8.5,9,10,10,2.6,9,6,7.32
Meeresfrüchte,Essen,8,2,3,8,5,6,8.5,9,10,10,9.5,9,6,7.23
Meeresfrüchte,Hummer,8,1,3,7,5,6,9,9,10,10,3.5,10,7,6.81
Hummer,Essen,5,5,3,8,4,6,8.5,9,10,10,5.6,8,6,6.78
Hummer,Wein,5,0,8,6,1,0,7,5,10,8,1,1,2,4.15
Essen,Vorbereitung,4,0,6,5,1,6,7,8,8,8,8.6,6,5,5.58
Video,Archiv,3,1,8,3,1,3,7.5,1,10,10,6.3,7,5,5.06
Beginn,Jahr,5,5,0,2,1,4,7.5,0,8,10,7.6,6,5,4.70
Beginn,Partie,4,0,0,2,0,1,6,6,6,10,7.8,6,6,4.22
Spiel,Runde,5,0,7,3,6,3,6.5,9,10,10,6.8,9,7,6.33
Boxen,Runde,6,5,7,7,5,6,8,9,10,10,6.5,9,7,7.35
Meisterschaft,Turnier,3,8,8,8,4,10,8,10,10,10,9.7,9,7,8.05
Kämpfen,Besiegen,6,5,8,7,5,8,8.5,10,10,10,5.8,9,4,7.41
Grundsatz,Versicherung,1,4,0,0,0,0,6,2,6,6,3.6,2,2,2.51
Tag,Sommer,2,0,6,0,2,0,7,1,6,8,1.3,6,4,3.33
Sommer,Dürre,6,0,9,3,3,5,7,10,5,10,8.5,9,3,6.04
Sommer,Natur,2,0,9,5,1,6,8,9,9,5,4.8,8,3,5.37
Tag,Dämmerung,6,5,7,4,2,6,8,3,8,10,4.6,7,7,5.97
Natur,Umwelt,7,4,8,9,6,7,10,9,9,10,8,8,9,8.00
Umwelt,Nachhaltigkeit,6,1,5,9,6,4,5,9,9,7,7,9,8,6.54
Natur,Mensch,5,3,0,9,5,6,8,9,7,7,8,7,8,6.31
Mann,Frau,8,8,8,10,9,8,8,10,10,10,8,8,8,8.69
Mann,Präsident,5,5,0,4,7,6,6,6,7,8,8,1,8,5.46
Mord,Totschlag,9,6,9,10,9,7,9,9,9,10,8,8,9,8.62
Seife,Oper,0,1,0,7,1,1,0,7,1,8,3,2,6,2.85
Oper,Aufführung,5,6,0,9,5,3,7,8,8,10,8,5,9,6.38
Leben,Lektion,1,1,5,2,4,0,2,6,7,9,7,8,7,4.54
Fokus,Leben,0,1,2,0,0,0,2,7,3,6,7,2,4,2.62
Herstellung,Belegschaft,3,2,5,3,3,0,0,6,1,7,1,5,6,3.23
Fernsehen,Film,5,6,9,9,7,2,7,9,8,10,8,6,9,7.31
Liebhaber,Streit,2,5,0,6,6,1,3,7,2,6,7,2,6,4.08
Zuschauer,Serie,2,2,2,7,6,2,8,8,8,9,7,2,7,5.38
Möglichkeit,Mädchen,0,2,0,0,5,0,0,6.5,0,1,4,1,2,1.65
Bevölkerung,Entwicklung,1,2,5,4,5,3,3,7.5,0,4,8,5,8,4.27
Moral,Wichtigkeit,2,1,1,8,7,0,5,8.5,8,7,7,2,4,4.65
Moral,Heirat,2,1,0,0,1,1,0,6.5,3,7,7,4,4,2.81
Mexiko,Brasil,1,6,0,10,7,4,5,8,7,2,7,5,6,5.23
Geschlecht,Gleichheit,2,1,9,4,1,1,0,7.5,2,5,7,6,4,3.81
Änderung,Einstellung,1,4,2,5,0,1,4,8,3,9,7,4,6,4.15
Familie,Planung,1,3,10,4,5,2,3,8,8,9,7,4,9,5.62
Oper,Industrie,0,1,0,2,0,0,0,3,0,2,1,1,1,0.85
Zucker,Annäherung,0,6,0,3,0,0,0,3,0,0,1,5,1,1.46
Praxis,Institution,0,6,8,0,3,1,6,4.5,0,10,7,4,6,4.27
Ministerium,Kultur,1,4,0,0,4,2,6,6,8,9,7,2,8,4.38
Problem,Herausforderung,1,6,5,6,8,2,7,9,5,9,8,5,8,6.08
Größe,Prominenz,1,2,4,6,7,7,8,7,2,10,7,4,6,5.46
Staat,Bürger,1,3,7,9,7,5,6,9,9,10,8,5,9,6.77
Planet,Menschen,2,3,2,5,5,4,6,9,9,10,8,4,6,5.62
Entwicklung,Ausgabe,2,1,8,0,0,0,0,6,3,7,7,5,2,3.15
Erfahrung,Musik,0,2,0,0,0,0,0,4,1,1,2,3,1,1.08
Musik,Projekt,0,2,3,6,2,1,3,6.5,8,2,7,5,7,4.04
Glas,Metal,1,6,1,10,6,4,0,8,0,5,7,1,2,3.92
Aluminium,Metal,7,6,8,10,8,5,5,9.5,10,10,8,6,9,7.81
Möglichkeit,Glaubwürdigkeit,0,1,2,3,0,0,0,5,0,8,7,4,5,2.69
