Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
баскетбол,футбол,7,7,3,9,8,6,8,7,8,8,6,5,7,6.85
теннис,футбол,7,7,3,9,6,5,7,7,8,5,6,3,5,6.00
ракетка,теннис,8,9,7,9,9,8,9,10,7,9,8,8,8,8.38
мир,Арафат,7,0,0,0,0,0,2,7,6,3,0,4,7,2.77
террор,Арафат,7,10,10,7,10,9,9,7,6,7,10,7,9,8.31
Джексон,Арафат,0,0,0,6,0,2,0,1,6,2,0,2,0,1.46
адвокат,закон,8,9,7,8,9,8,8,7,6,8,8,8,8,7.85
звезда,кино,7,8,7,8,10,6,7,7,7,8,8,3,7,7.15
попкорн,кино,7,5,6,7,2,8,8,5,7,9,0,7,8,6.08
критик,кино,6,8,4,8,8,7,7,6,7,8,7,7,8,7.00
театр,кино,7,8,7,9,9,8,7,8,8,6,7,7,7,7.54
протон,физика,7,9,10,9,10,8,7,8,7,9,8,8,9,8.38
химия,физика,7,9,7,7,5,7,6,9,8,7,7,8,7,7.23
химия,пространство,2,6,4,0,0,6,0,5,6,8,4,1,0,3.23
химия,алкоголь,4,5,1,7,4,6,3,3,7,5,8,4,6,4.85
джин,водка,4,9,1,9,9,8,9,8,8,7,9,5,8,7.23
бренди,водка,8,9,0,9,8,8,9,8,8,8,9,5,8,7.46
машина,напиток,2,0,0,0,0,5,0,5,6,6,0,0,3,2.08
ухо,питье,0,0,0,0,0,1,0,0,1,4,0,0,0,0.46
рот,питье,6,9,5,6,4,9,8,8,7,8,9,8,7,7.23
кушать,пить,8,8,4,7,9,8,8,9,8,7,8,8,7,7.62
мама,младенец,8,9,5,9,9,9,9,9,9,8,9,8,8,8.38
мама,питье,4,2,2,0,2,5,3,6,5,4,7,1,4,3.46
автомобиль,машина,8,10,8,10,5,9,9,10,9,9,9,9,10,8.85
драгоценность,самоцвет,6,9,10,10,9,9,9,9,9,10,8,7,9,8.77
вояж,путешествие,9,10,10,10,5,10,10,10,10,9,10,8,10,9.31
парень,мальчик,8,9,9,10,9,9,9,10,9,8,9,6,7,8.62
дурдом,убежище,6,2,2,6,5,7,2,8,4,3,3,5,6,4.54
волшебник,маг,9,9,8,10,9,10,10,10,9,8,10,9,10,9.31
плита,горн,0,2,0,6,0,8,0,9,7,3,9,3,0,3.62
фрукт,пища,6,5,1,7,9,9,7,8,7,6,9,7,7,6.77
петух,птица,7,8,7,9,10,9,9,8,7,8,10,5,7,8.00
журавль,птица,7,8,10,9,10,9,9,10,7,8,10,8,7,8.62
орудие,инструмент,8,8,4,8,8,8,9,8,8.5,9,8,8,8,7.88
монах,брат,7,4,1,8,9,7,7,9,8.5,7,0,2,7,5.88
орудие,кран,5,0,0,4,0,7,5,0,6,2,0,0,4,2.54
парень,брат,5,3,0,5,9,7,5,7,5,4,3,6,6,5.00
автомобиль,путешествие,6,8,7,7,8,7,7,9,6,7,7,7,7,7.15
оракул,монах,4,0,4,0,2,6,1,4,4,1,0,3,6,2.69
Редколесье,кладбище,2,0,0,0,1,2,0,3,6,5,0,0,0,1.46
петух,пища,4,5,0,4,5,5,5,2,6,3,7,1,5,4.00
холм,берег,2,4,0,0,5,5,5,3,8,2,0,6,3,3.31
кладбище,лес,2,5,0,0,1,2,1,3,6,7,0,4,3,2.62
Редколесье,берег,2,3,0,0,0,5,0,3,8,8,0,1,0,2.31
раб,монах,0,0,0,0,0,0,0,5,6,5,0,0,0,1.23
лес,берег,2,2,0,0,2,5,1,3,8,4,0,6,2,2.69
маг,парень,0,0,0,0,2,3,0,1,4,5,0,2,0,1.31
улыбка,аккорд,0,0,2,5,0,3,0,4,5,6,0,0,1,2.00
волшебник,стекло,0,5,0,3,2,5,0,5,2,2,0,0,0,1.85
струна,полдень,0,0,0,0,0,0,0,2,1,2,0,0,0,0.38
вояж,петух,0,0,0,0,0,0,0,1,1,1,0,0,0,0.23
доллар,деньги,8,9,10,9,10,9,8,10,7,5,10,9,5,8.38
наличные,деньги,8,9,10,7,10,9,9,10,9,7,10,9,9,8.92
валюта,деньги,8,9,10,8,9,9,9,10,8,6,10,9,9,8.77
богатство,деньги,8,8,10,8,9,8,9,8,8,7,9,9,9,8.46
собственность,деньги,8,9,8,7,5,8,9,8,8,5,7,7,8,7.46
владение,деньги,8,9,7,7,8,7,6,8,7,2,7,5,7,6.77
банк,деньги,8,9,10,9,10,9,9,10,6,7,10,9,9,8.85
депозит,деньги,8,7,9,9,9,10,7,6,10,8,9,8,10,8.46
снимание,деньги,8,6,5,6,8,8,5,8,10,8,9,7,10,7.54
отмывание,деньги,8,5,7,7,9,10,5,6,10,7,9,7,10,7.69
операция,деньги,7,5,4,5,7,5,5,5,10,5,7,7,8,6.15
ягуар,тигр,5,8,5,8,7,8,8,8,7,5,7,7,8,7.00
кошачий,тигр,6,7,7,8,9,10,7,8,7,6,6,7,10,7.54
хищник,тигр,7,10,8,7,8,10,7,9,9,8,8,7,10,8.31
млекопитающее,тигр,7,9,9,7,8,7,7,6,9,8,5,7,9,7.54
животное,тигр,7,10,9,6,8,10,7,8,10,8,5,7,10,8.08
организм,тигр,7,9,5,4,4,5,6,6,5,4,1,5,4,5.00
фауна,тигр,6,10,5,4,6,8,7,5,1,3,1,5,10,5.46
зоопарк,тигр,7,8,5,6,7,8,6,4,8,4,7,7,10,6.69
психиатрия,психология,7,5,7,7,9,8,8,9,5,7,7,8,9,7.38
тревога,психология,7,5,8,6,8,6,6,9,7,5,7,6,5,6.54
страх,психология,7,5,8,6,8,6,6,6,7,5,7,6,7,6.46
депрессия,психология,7,5,8,9,9,7,6,7,7,6,9,7,8,7.31
клиника,психология,4,5,5,7,6,6,6,8,6,3,8,7,7,6.00
врач,психология,5,5,5,4,4,6,6,9,5,6,7,7,8,5.92
Фрейд,психология,7,9,9,9,9,6,6,9,9,9,10,8,10,8.46
ум,психология,7,6,6,7,8,7,6,9,5,6,7,6,9,6.85
здоровье,психология,4,5,6,7,7,7,6,9,6,7,7,8,9,6.77
наука,психология,6,5,8,8,7,9,6,9,7,8,5,8,10,7.38
дисциплина,психология,4,7,8,7,5,10,6,6,7,3,5,5,2,5.77
познание,психология,5,6,8,8,4,10,6,9,6,6,5,7,4,6.46
звезда,планета,7,9,6,7,9,9,7,9,9,8,8,7,10,8.08
созвездие,планета,7,9,8,7,6,9,7,7,10,8,5,7,10,7.69
луна,планета,8,10,8,7,8,10,8,9,10,9,8,7,10,8.62
солнце,планета,7,10,8,7,7,10,7,9,10,9,7,7,8,8.15
галактика,планета,7,9,8,6,3,10,6,6,9,8,7,7,8,7.23
космос,планета,7,9,8,6,7,10,6,4,10,8,7,7,8,7.46
астроном,планета,7,8,8,7,8,10,6,8,10,7,8,8,10,8.08
пример,прецедент,6,4,8,6,6,9,7,9,10,5,5,7,5,6.69
информация,прецедент,5,4,6,6,0,6,7,8,8,2,6,6,2,5.08
познание,прецедент,4,5,3,6,4,6,7,9,7,2,6,6,2,5.15
закон,прецедент,4,0,7,8,7,4,7,6,2,4,8,7,8,5.54
коллекция,прецедент,2,0,0,6,0,1,4,5,2,0,5,5,0,2.31
группа,прецедент,1,0,0,6,0,1,4,7,2,0,4,3,1,2.23
предшествующее,прецедент,4,0,8,8,8,10,7,8,3,2,4,3,1,5.08
кофе,чашка,7,9,8,8,9,7,6,8,7,7,7,7,10,7.69
посуда,чашка,7,8,8,7,9,9,7,9,8,8,8,7,10,8.08
объект,чашка,5,5,4,5,10,4,6,6,6,0,1,5,7,4.92
артефакт,чашка,6,0,5,5,0,3,6,5,6,0,3,5,5,3.77
объект,чашка,5,5,4,5,0,4,6,7,6,0,1,4,7,4.15
сущность,чашка,2,4,2,4,0,0,6,8,0,0,1,3,0,2.31
питье,чашка,7,9,6,8,8,9,7,8,7,8,7,8,10,7.85
еда,чашка,5,3,6,7,5,2,6,5,4,4,7,6,5,5.00
вещество,чашка,3,3,0,6,0,0,5,4,1,2,1,5,5,2.69
жидкость,чашка,6,6,3,7,7,8,6,8,6,7,4,8,9,6.54
кот,ягуар,5,5,7,6,7,7,8,5,1,5,5,7,5,5.62
автомобиль,ягуар,6,6,0,8,8,7,7,3,7,7,7,7,10,6.38
министр,энергия,7,8,2,0,5,6,6,8,6,4,7,6,6,5.46
сенат,министр,6,9,0,0,9,8,7,5,7,7,5,5,8,5.85
лаборатория,энергия,5,6,3,4,9,7,7,3,6,5,5,6,8,5.69
лаборатория,компьютер,6,6,0,7,5,8,7,5,6,6,5,7,8,5.85
секрет,оружие,5,3,5,8,9,6,8,6,6,6,5,7,8,6.31
Дактилоскопия,ФБР,6,8,7,7,5,9,7,5,6,8,6,7,9,6.92
расследование,ФБР,6,8,7,8,5,9,8,7,7,9,5,8,10,7.46
усилие,расследование,3,6,6,5,2,7,3,5,5,7,6,5,9,5.31
вода,Марс,5,6,2,5,1,4,2,4,6,6,0,2,8,3.92
ученый,Марс,6,5,0,5,1,7,3,6,6,8,3,4,7,4.69
репортаж,новости,8,9,10,8,9,9,8,8,8,8,9,8,10,8.62
ландшафт,каньон,3,8,8,6,10,8,8,8,8,6,2,8,10,7.15
поверхность,изображение,3,8,6,7,6,7,7,8,6,6,1,8,9,6.31
космос,открытие,5,7,8,7,9,7,8,7,6,8,6,7,9,7.23
утечка,вода,6,5,10,9,5,7,9,8,7,6,7,7,8,7.23
выемка,знак,5,4,6,0,2,4,0,4,4,8,0,2,6,3.46
новости,среда,0,5,0,0,1,3,0,3,5,6,0,4,1,2.15
километр,миля,9,8,7,7,9,8,8,9,8,4,10,8,8,7.92
новости,компьютер,7,7,7,8,2,8,7,8,6,7,7,6,7,6.69
поверхность,территория,6,6,8,8,2,7,8,8,5,5,1,5,6,5.77
ландшафт,атмосфера,0,6,5,5,0,7,7,6,5,4,0,6,6,4.38
медаль,президент,4,1,2,5,0,6,7,4,5,2,3,6,5,3.85
войска,война,7,8,10,9,9,8,9,8,7,6,10,8,10,8.38
число,рекорд,7,3,5,7,9,6,9,7,6,8,7,7,8,6.85
глаз,кожа,7,6,0,5,2,6,5,4,7,5,1,8,7,4.85
американец,японец,7,6,4,9,2,5,8,4,8,7,2,6,7,5.77
история,театр,4,5,2,7,0,7,6,3,7,5,2,7,6,4.69
девиз,волонтер,3,2,0,0,3,6,6,2,6,8,0,4,1,3.15
признание,предубеждение,2,1,2,0,0,5,8,1,7,8,0,3,0,2.85
доблесть,орден,7,6,7,7,9,8,9,8,7,6,7,7,7,7.31
год,век,8,9,6,7,8,7,8,8,8,8,8,7,5,7.46
нация,век,4,0,0,0,2,6,8,3,5,5,1,0,2,2.77
расизм,замедление,1,7,0,0,5,5,0,2,5,4,7,5,1,3.23
новости,задержка,1,1,0,0,2,2,4,2,5,5,1,5,0,2.15
партия,министр,7,7,5,5,9,7,8,3,7,9,5,7,7,6.62
план,мир,6,6,4,0,6,2,7,2,5,4,5,7,3,4.38
мир,меньшинство,1,1,0,0,2,2,2,0,5,7,5,5,3,2.54
мир,попытка,2,1,0,4,9,5,1,4,4,8,5,6,2,3.92
кризис,правительство,6,7,7,7,2,6,8,8,7,6,7,8,7,6.62
отъезд,развертывание,1,4,0,0,2,4,0,0,6,5,0,0,0,1.69
отход,развертывание,1,4,0,0,2,5,4,0,6,7,0,3,0,2.46
кризис,энергия,3,5,0,6,3,8,7,6,6,5,1,7,1,4.46
новости,объявление,3,9,7,7,5,8,8,7,7,8,8,8,2,6.69
усилие,объявление,1,5,0,0,1,3,0,0,4,7,0,0,0,1.62
больница,инсульт,6,9,8,6,5,9,8,7,7,5,8,7,7,7.08
смерть,инвалидность,6,9,0,7,5,7,8,7,6,3,7,7,6,6.00
экстренный,потерпевший,6,9,2,0,5,8,5,4,5,5,7,5,0,4.69
восстановление,лечение,8,9,6,7,6,9,8,8,8,7,7,7,7,7.46
ассоциация,журнал,1,5,0,0,1,7,1,5,6,8,1,2,2,3.00
персонал,доктор,7,9,10,6,9,7,8,5,6,6,7,8,6,7.23
ответственность,доктор,7,9,8,0,9,8,6,5,6,7,8,8,6,6.69
страховка,ответственность,7,5,0,8,6,9,7,5,6,8,7,6,6,6.15
центр,школа,2,6,0,0,5,6,6,2,6,8,5,5,3,4.15
гипертония,причина,4,9,0,0,6,6,5,5,4,4,5,5,2,4.23
критерий,причина,5,9,5,0,5,7,3,0,8,7,2,5,3,4.54
процент,сто,7,10,10,6,5,7,9,7,7,8,9,8,8,7.77
Йель,Гарвард,7,10,8,8,9,9,9,10,8,6,0,8,7,7.62
инфраструктура,больница,6,6,4,7,6,7,6,6,7,8,2,7,4,5.85
ряд,смерть,1,0,0,0,2,3,0,0,4,8,0,4,0,1.69
заключенный,смерть,2,1,0,0,5,5,5,4,6,7,3,6,4,3.69
свидетельство,адвокат,5,7,0,6,9,8,7,4,6,8,7,8,8,6.38
смерть,жизнь,9,8,10,9,5,2,9,5,9,9,10,9,9,7.92
срок,жизнь,7,8,10,7,5,5,8,4,6,8,7,8,8,7.00
подобие,слово,2,4,4,0,3,6,7,3,6,8,5,3,1,4.00
рекомендация,комитет,4,1,2,0,7,6,5,2,6,8,0,2,4,3.62
интервью,губернатор,6,4,5,6,2,7,3,1,5,5,5,5,4,4.46
страна,ОПЕ́К,5,5,0,0,5,6,7,3,6,4,8,0,5,4.15
обстановка,мир,3,5,7,0,2,6,7,3,6,7,7,6,6,5.00
страховка,мир,3,4,0,0,1,6,0,0,5,7,0,0,0,2.00
километр,территория,6,6,0,6,3,7,8,3,7,6,7,5,6,5.38
активность,путешествие,6,7,10,7,0,7,7,2,6,8,7,7,5,6.08
цена,конкуренция,6,7,7,8,6,7,8,6,6,7,6,8,6,6.77
уверенность,потребитель,5,3,0,0,9,6,1,4,5,8,0,3,0,3.38
энергия,потребитель,4,7,10,0,9,8,8,7,6,8,0,7,6,6.15
аэропорт,проблема,2,5,4,0,1,5,2,4,5,5,1,5,2,3.15
полет,машина,4,7,4,0,1,6,4,2,6,6,0,3,1,3.38
карточка,кредит,7,8,9,5,9,8,9,7,6,7,8,8,8,7.62
информация,доверие,3,4,7,5,2,8,7,3,5,6,5,7,7,5.31
бронирование,отель,7,9,7,8,5,8,9,8,5,4,8,8,6,7.08
деньги,бакалея,2,1,0,0,1,6,7,2,6,3,0,5,3,2.77
договоренность,регистрация,1,5,1,0,1,6,7,2,5,7,0,3,1,3.00
жилье,расположение,1,5,4,3,2,7,7,4,6,7,7,6,3,4.77
гостиница,месяц,1,1,3,0,3,3,5,0,5,5,3,3,1,2.54
вид,тип,8,8,8,8,3,7,9,2,8,8,8,7,4,6.77
гостиница,прибытие,6,5,7,6,6,8,7,2,5,6,8,4,2,5.54
шкаф,кровать,6,9,5,8,1,7,7,7,8,5,3,7,4,5.92
одежда,шкаф,6,9,2,9,3,8,8,8,7,9,3,8,5,6.54
заключение,ситуация,5,2,3,0,2,7,0,2,5,5,3,5,3,3.23
изоляция,ситуация,3,2,4,0,3,7,4,8,5,3,0,0,2,3.15
интерес,беспристрастность,4,2,3,0,6,1,4,3,9,3,2,0,3,3.08
комбинация,направление,1,4,0,0,6,2,0,3,4,7,0,0,1,2.15
место,улица,5,9,4,9,9,4,6,2,7,8,7,6,6,6.31
аллея,улица,7,9,5,9,5,7,7,5,8,9,7,6,4,6.77
квартал,улица,7,9,5,7,6,6,8,8,7,6,7,7,6,6.85
дети,улица,4,6,6,5,5,6,7,3,6,7,7,6,7,5.77
близость,список,0,1,0,0,2,2,2,0,6,4,0,0,1,1.38
категория,список,2,3,0,8,1,7,0,7,6,7,0,5,2,3.69
телефон,клетка,0,3,0,0,0,2,0,2,4,8,0,0,0,1.46
подъем,производство,2,4,5,6,0,7,7,5,5,8,7,7,3,5.08
показатель,отметка,6,7,6,8,8,7,9,5,7,8,5,7,4,6.69
торговля,СМИ,3,3,5,0,5,7,6,4,5,5,2,3,3,3.92
преимущество,СМИ,1,4,3,9,6,7,2,2,5,6,1,5,1,4.00
платеж,дивиденд,4,5,2,8,6,8,8,6,7,4,9,6,6,6.08
расчет,дивиденд,4,5,0,6,5,8,8,4,6,5,7,6,3,5.15
вычисление,расчет,5,6,7,8,8,9,9,7,8,9,10,8,7,7.77
рынок,валюта,6,9,8,9,9,8,9,8,7,8,6,8,7,7.85
нефть,ОПЕ́К,7,9,8,7,9,9,9,10,6,4,9,8,7,7.85
акции,нефть,6,6,9,7,9,7,8,5,6,7,5,5,5,6.54
продукция,объявление,3,5,0,5,5,7,3,3,5,6,3,0,1,3.54
предупреждение,объявление,5,1,8,8,3,7,7,7,7,4,7,0,4,5.23
предупреждение,прибыль,2,1,0,0,1,5,0,0,5,4,0,5,0,1.77
потеря,прибыль,7,6,10,7,9,1,8,7,9,7,5,8,5,6.85
иена,доллар,8,9,7,9,8,7,8,10,8,6,6,4,5,7.31
бакс,доллар,8,10,9,10,5,9,10,10,10,8,10,9,10,9.08
прибыль,доллар,6,7,7,5,9,8,8,5,7,7,5,8,6,6.77
потеря,доллар,6,7,0,5,9,8,4,5,7,7,5,5,6,5.69
программа,компьютер,7,10,10,8,10,9,9,10,7,9,10,8,10,9.00
Компьютеры,сеть,4,9,10,7,10,8,6,10,7,8,8,7,9,7.92
оборудование,телефон,5,6,4,6,8,7,3,1,7,7,7,6,7,5.69
производитель,оборудование,5,7,5,8,10,7,7,8,7,8,7,4,9,7.08
машина,роскошь,5,3,0,7,8,3,8,2,6,7,5,8,3,5.00
месяц,пять,0,0,0,0,2,1,2,4,4,6,5,2,0,2.00
прибыль,отчет,4,7,0,8,3,6,4,7,6,5,5,6,3,4.92
зарабатывание,инвестор,5,6,9,6,5,7,4,7,6,8,6,6,4,6.08
вода,жидкость,7,9,10,9,10,8,9,10,7,9,9,8,7,8.62
сезон,бейсбол,5,4,7,0,1,6,2,5,6,5,2,7,2,4.00
победа,игра,7,9,8,8,6,8,9,7,6,9,5,9,5,7.38
команда,игра,6,10,7,9,9,8,9,8,6,7,9,8,8,8.00
спринт,марафон,8,8,10,8,10,2,9,9,9,6,10,8,6,7.92
цикл,игра,5,6,4,0,5,5,3,3,6,8,1,2,1,3.77
поражение,игра,7,8,3,6,5,8,9,9,6,8,5,8,7,6.85
цикл,семь,4,6,0,0,1,8,1,7,4,5,10,0,1,3.62
море,морепродукты,7,8,10,8,8,8,9,8,6,7,8,7,7,7.77
пища,морепродукты,7,9,7,6,10,8,8,6,7,8,5,8,3,7.08
омар,морепродукты,7,9,10,7,9,9,9,10,7,8,10,7,10,8.62
пища,омар,7,9,7,7,5,8,7,8,7,8,9,5,1,6.77
вино,омар,4,0,0,0,1,7,3,6,7,6,0,7,2,3.31
приготовление,пища,6,9,10,7,6,9,8,9,6,8,8,7,7,7.69
архив,видео,6,5,8,8,6,8,7,7,6,8,7,6,7,6.85
год,начало,5,7,4,8,9,8,6,3,6,8,5,7,2,6.00
матч,начало,5,8,2,8,9,8,7,3,6,7,5,7,1,5.85
раунд,игра,6,9,8,7,10,6,7,6,7,6,0,4,3,6.08
раунд,бокс,6,9,3,8,10,9,8,7,6,8,10,7,7,7.54
турнир,чемпионат,7,10,7,9,10,7,9,9,8,8,10,8,6,8.31
побеждать,борьба,7,8,7,9,10,8,8,9,7,9,9,8,7,8.15
страховка,линия,0,1,0,0,2,5,0,0,3,6,1,0,0,1.38
лето,день,7,8,5,0,1,7,6,5,7,7,6,7,1,5.15
засуха,лето,6,9,7,6,9,7,8,6,7,8,8,6,9,7.38
природа,лето,5,10,0,9,10,7,4,8,6,9,7,6,4,6.54
рассвет,день,6,8,0,8,10,8,6,5,7,7,1,6,4,5.85
среда,природа,6,10,10,9,9,9,8,7,9,9,9,7,9,8.54
экология,среда,6,10,10,9,10,9,9,8,9,9,9,9,10,9.00
человек,природа,6,9,7,8,10,8,6,8,7,8,9,6,8,7.69
женщина,мужчина,9,9,10,9,10,5,8,9,9,7,10,9,8,8.62
губернатор,человек,7,1,4,8,6,7,1,6,6,5,5,7,2,5.00
человекоубийство,убийство,8,10,10,10,2,8,9,10,9.5,8,10,7,8,8.42
опера,мыло,6,5,5,5,2,5,8,5,6,8,7,7,7,5.85
спектакль,опера,6,8,7,7,5,8,8,8,8,8,7,7,7,7.23
урок,жизнь,6,6,3,8,10,7,7,8,6,3,7,8,5,6.46
жизнь,фокус,4,3,0,0,2,7,4,7,5,4,1,8,2,3.62
экипаж,производство,0,1,0,0,1,5,0,0,5,4,0,0,0,1.23
фильм,телевидение,6,9,7,7,9,8,7,6,7,6,7,8,8,7.31
ссора,любовник,5,6,0,5,9,7,4,7,6,5,6,7,7,5.69
серийный,зритель,3,2,0,2,0,7,1,5,6,4,5,6,1,3.23
девочка,возможность,1,0,0,0,5,7,3,3,5,2,3,5,1,2.69
развитие,население,1,3,0,0,9,7,2,6,5,2,1,6,3,3.46
важность,мораль,1,5,0,0,6,6,7,8,6,3,2,7,2,4.08
брак,мораль,3,5,4,5,5,6,8,7,6,6,0,4,5,4.92
Бразилия,Мексика,6,8,0,9,5,6,8,7,8,8,3,7,5,6.15
равенство,пол,6,7,7,0,5,6,8,8,6,6,1,8,7,5.77
отношение,изменение,1,4,4,8,5,5,1,9,6,5,0,4,5,4.38
планирование,семья,5,8,6,6,10,8,8,7,6,4,3,7,5,6.38
промышленность,опера,0,0,0,0,2,0,0,0,5,2,0,0,0,0.69
подход,сахар,0,0,0,0,0,1,0,2,3,2,0,0,0,0.62
учреждение,практика,1,2,0,0,0,5,3,4,6,7,0,2,1,2.38
культура,министерство,6,2,4,5,2,8,8,6,6,7,5,6,1,5.08
вызов,проблема,4,4,0,7,6,7,6,4,7,5,3,8,1,4.77
выступ,размер,4,2,0,0,1,7,0,3,5,4,2,4,3,2.69
гражданин,страна,6,9,4,7,9,9,8,8,7,6,8,8,4,7.15
люди,планета,5,9,7,8,9,9,6,8,7,8,7,8,6,7.46
выпуск,развитие,0,5,0,0,2,7,2,5,6,7,5,1,1,3.15
музыка,опыт,1,4,0,0,1,7,2,0,4,6,3,1,3,2.46
проект,музыка,1,3,0,4,1,7,1,4,5,8,3,5,5,3.62
металл,стекло,4,5,0,7,2,4,4,4,8,5,10,6,3,4.77
металл,алюминий,5,10,4,9,6,9,8,9,7,4,9,7,10,7.46
достоверность,шанс,0,6,0,0,1,8,5,5,8,8,0,6,5,4.00
памятные,экспонат,5,7,2,7,1,8,8,7,7,6,5,2,7,5.54
виртуоз,концерт,6,9,4,7,10,8,9,9,7,7,7,7,9,7.62
джаз,рок,7,9,7,8,9,8,9,8,8,6,8,8,9,8.00
театр,музей,6,9,6,8,9,7,7,8,8,4,7,8,8,7.31
архитектура,наблюдение,1,7,0,0,5,7,1,4,6,7,3,6,1,3.69
мир,пространство,4,9,4,8,9,8,5,9,7,8,5,7,3,6.62
мир,предохранение,3,3,0,0,1,3,0,8,4,8,5,2,2,3.00
билет,вход,6,5,4,6,9,8,8,8,7,8,7,7,7,6.92
гроза,ливень,7,9,7,7,9,9,8,9,8,7,9,9,8,8.15
наводнение,ливень,8,9,8,8,5,9,8,9,7,5,9,8,9,7.85
прогноз,погода,8,10,10,8,10,9,9,9,7,10,10,9,9,9.08
область,катастрофа,6,0,4,8,1,6,4,4,4,4,0,5,5,3.92
офис,губернатор,6,2,2,7,9,6,6,4,6,8,3,6,1,5.08
век,архитектура,5,6,1,0,6,6,6,4,6,7,3,7,7,4.92
