Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
cibo,gallo,6,5,0,3.5,2.5,3,3,6,7,7,4,5,5,4.38
costa,collina,9,0,7,4,0,6,4,5,7,2,4,6,1,4.23
foresta,camposanto,0,0,0,3,0,2,0,3,5,0,2,6,1,1.69
riva,foresta,5,0,0,3,3,4,3,5.5,6,4,5,4,1,3.35
monaco,schiavo,0,0,0,2,0,2,0,4,1,0,0,2,2,1.00
costa,foresta,5,0,5,2.5,0,4,3,5.5,6,4,5,6,1,3.62
giovanotto,stregone,0,0,0,2,0,0,0,1,5,2,3,2,2,1.31
accordo,sorriso,5,2,0,5,4,0,4,3,7,8,8,2,6,4.15
vetro,mago,0,0,0,2.5,0,0,0,4,0,6,0,0,1,1.04
mezzogiorno,corda,0,0,0,1.5,0,0,0,1,0,0,0,3,0,0.42
gallo,viaggio,0,0,0,1.5,0,0,0,1,1,0,0,2,0,0.42
denaro,dollaro,8,10,8,8,8.5,9,7,9,9,10,10,8,8.5,8.69
denaro,contanti,10,10,10,8.5,9,9,7,9.5,9,10,10,8,10,9.23
denaro,valuta,9,10,9,7.5,8.5,8,7,9,9,10,9,6,8,8.46
denaro,ricchezza,9,8,8,8,8.5,9,5,9,9,10,10,8,9,8.50
denaro,propriet,8,8,6,7.5,7.5,8,5,8,8,8,8,7,8,7.46
denaro,possesso,8,0,2,7.5,7,6,5,8,8,8,9,6,6,6.19
denaro,banca,9,10,7,8.5,9,8,8,9,9,8,9,8,9,8.58
denaro,deposito,9,10,7,8,7.5,7,9,7,8,7,7,8,7,7.81
denaro,prelievo,8,10,7,8,8,7,7,6,8,7,8,5,7,7.38
denaro,riciclaggio,8,10,10,7.5,9.5,5,8,6,8,5,9,4,6,7.38
denaro,operazione,6,5,8,6,8,5,7,5,7,6,5,2,7,5.92
tigre,giaguaro,9,8,7,8,9,8,8,8,8,8,8,5,8,7.85
tigre,felino,10,10,9,8,9.5,9,7,9,9,10,10,7,10,9.04
tigre,carnivoro,10,5,8,7.5,8,9,8,9,8,10,7,8,8,8.12
tigre,mammifero,10,5,10,7,7.5,9,7,9,8,9,9,7,8,8.12
tigre,animale,10,10,8,7,7,9,6,9,9,10,6,7,7,8.08
tigre,organismo,6,0,0,6,6.5,7,7,5,2,10,0,6,5,4.65
tigre,fauna,8,10,7,5,6,7,6,9,3,7,8,5,7,6.77
tigre,zoo,8,10,8,6,7,5,8,5,6,8,9,6,7,7.15
psicologia,psichiatria,9,8,8,8,7.5,8,6,6,8,7,9,8,8.5,7.77
psicologia,ansia,7,8,7,6,8,7,8,4,6,7,9,6,9,7.08
psicologia,paura,7,8,7,6,7,7,9,4,6,6,7,5,7,6.62
psicologia,depressione,8,8,9,6.5,7,7,8,4,6,8,8,7,7,7.19
psicologia,clinica,8,5,7,7,5,7,6,4,6,7,8,5,7,6.31
psicologia,dottore,8,10,9,7,3,7,9,4,6,6,8,5,8,6.92
psicologia,Freud,8,10,10,8,6,6,8,7,8,9,8,8,9,8.08
psicologia,mente,10,10,10,8.5,7,8,6,8,6,10,9,8,9,8.42
psicologia,salute,10,6,5,7,5,7,9,7,6,6,5,5,7.7,6.59
psicologia,scienza,8,8,6,7,5,8,8,5,6,7,8,5,7,6.77
psicologia,disciplina,8,5,6,7.5,7,8,6,9,5,5,3,3,7,6.12
psicologia,cognizione,9,8,0,7,7,8,9,6,6,2,3,5,7,5.92
pianeta,stella,8,10,10,6,7,6,8,6,7,5,10,3,7,7.15
pianeta,costellazione,8,10,1,5,0,6,7,0,7.5,8,9,7,8,5.88
pianeta,luna,10,10,10,6,8,7,9,6,7.5,7,9,5,7,7.81
pianeta,sole,8,10,10,6.5,8,6,6,6,7.5,6,9,5,6,7.23
pianeta,galassia,8,10,10,5,7.5,8,8,2,8,9,9,5,8,7.50
pianeta,spazio,10,10,10,5,7,7,7,6,8,9,8,5,7,7.62
pianeta,astronomo,9,10,10,7,9,7,9,6,7,9,9,6,7,8.08
precedente,esempio,7,8,2,2,9,8,6,0,4,7,6,2,3,4.92
precedente,informazione,7,8,2,2,8,6,8,0,5,2,5,2,5,4.62
precedente,cognizione,7,8,2,2,5,6,7,0,4,6,3,2,0,4.00
precedente,legge,8,7.5,2,2,5,8,9,0,7,7,3,2,6,5.12
precedente,collezione,5,0,2,2,3,4,6,0,3,0,0,2,3,2.31
precedente,gruppo,0,0,2,2,3,3,8,0,3,6,0,2,1,2.31
precedente,antecedente,8,10,10,9.5,10,9,7,6,7,10,2,2,4,7.27
tazza,caff,8,10,10,8,9,9,9,6,8,8,10,7,7,8.38
tazza,servizio,8,7,0,2,8,4,6,8,6,7,8,7,4,5.77
tazza,articolo,0.0,0,0,1,7,3,8,0,1,0,5,2,5,2.46
tazza,artefatto,6,0,0,2,2,3,7,6,6,3,0,2,6,3.31
tazza,oggetto,6,5,10,4,5,7,8,9,6,10,9,4,6,6.85
tazza,entit,7,3,0,1,0,2,9,2,1,0,3,2,5,2.69
tazza,bevanda,8,10,8,6,6,8,6,6,7,7,10,8,5,7.31
tazza,cibo,7,5,7,5,5,1,9,5,4.5,4,1,5,5,4.88
tazza,sostanza,5,5,0,4,5,1,8,3,4,4,5,1,4,3.77
tazza,liquido,8,7,0,5,5,8,7,3,6,7,8,7,5,5.85
giaguaro,gatto,9,8,5,7.5,7,7,8,6,6,8,5,5,6,6.73
jaguar,macchina,9,10,8,7.5,8.5,6,6,9,8,10,8,8,8,8.15
energia,ministro,7,5,2,4,9,6,7,4,5,2,5,4,3,4.85
ministro,senato,8,8,8,7,8,7,8,9,7,9,8,10,8,8.08
energia,laboratorio,8,3,7,7,7,6,7,7,7,9,7,6,9,6.92
computer,laboratorio,8,3,7.5,8,8,7,8,7,8,8,6,7,9,7.27
arma,segreto,6,2,5.5,7,6,3,6,1,4,7,4,5,3,4.58
FBI,impronta,8,8,7,9,9,8,7,7,8,8,8,10,9,8.15
FBI,investigazione,8,8,8.5,9,8,8,9,10,9,9,10,10,9,8.88
investigazione,sforzo,6,5,4,7,7,7,4,7,5,1,7,3,6,5.31
Marte,acqua,7,5,6.5,7,6,4,6,8,6,1,6,0,7,5.35
Marte,scienziato,8,3,6.5,6,9,5,6,8,7,9,5,8,8,6.81
notizie,reportage,9,10,7,8.5,8,6,9,8,9,9,8,9.5,9.5,8.50
canyon,paesaggio,8,10,7,7,7,6,8,10,9,9,8,4,9,7.85
immagine,superficie,9,6,2,7,8,6,5,5,3,6,6,6,3,5.54
scoperta,spazio,9,5,7,8,9,6,7,7,5,8,5,6,8,6.92
acqua,infiltrazione,9,10,6,8,6,7,7,9,7,9,7,7,8,7.69
segnale,recesso,0,4,5,6,8,0,2,1,3,0,5,0,0,2.62
Mercoledi,notizie,0,3,2,3,8,0,2,0,5,5,3,0,8,3.00
miglio,kilometro,9,10,7.5,8,7,8,8,9,10,8,9,8,7,8.35
computer,notizie,8,7.5,6.5,7,9,6,7,8,6,5,7,1,6,6.46
territorio,superficie,10,10,6.5,8,6,6,8,10,9,9,8,10,9,8.42
atmospfera,paesaggio,7,5,7,7,8,3,6,5,5,6,6,5,8,6.00
presidente,medaglia,6,8,4,6,7,3,5,8,6,8,6,8,6,6.23
guerra,truppe,9,10,8,6.5,9,8,9,8,8,9,9,10,9,8.65
record,numero,9,10,7,6,6,3,8,6,6,8,8,10,7,7.23
pelle,occhio,7,5,5.5,5,9,3,6.5,8,6,0,6,3,7,5.46
Giapponese,Americano,5,8,5,6,7,2,6,7,6,0,7,1,5,5.00
teatro,storia,6,5,5.5,7,9,4,6,3,6,5,6,5,8,5.81
volontario,motto,5,2,1,4,8,0,5,3,2,0,4,7,3,3.38
pregiudizio,riconoscimento,6,6,1.5,2,7,0,4,0,3,0,3,0,1,2.58
decorazione,valore,9,10,3,8.5,8,3,6,7,4,9,4,2,9,6.35
secolo,anno,8,10,7.5,8,9,7,9,8,8,9,9,10,8,8.50
secolo,nazione,0,3,4.5,6,6,1,8,5,2,0,4,5,4,3.73
ritardo,razzismo,0,0,1,8,5,0,3,0,1,0,3,0,0,1.62
ritardo,notizie,6,3,2,5,8,0,6,7,5,5,5,0,0,4.00
ministro,partito,9,10,5.5,7,7,8,8,6,9,9,9,10,9,8.19
pace,piano,6,5,6.5,5,8,6,6,0,2,8,3,6,5.5,5.15
minoranza,pace,6,3,5,6,9,6,5,0,2,6,5,5,5,4.85
tentativo,pace,6,3,6.5,7,6,6,5.5,4,6,8,4,6,6,5.69
governo,crisi,8,8,6.5,9,8,8,8,10,6,9,6,6,8,7.73
schieramento,partenza,8,2,7,8,7,7,8,8,6,8,3,2,7,6.23
schieramento,ritiro,8,2,5,5,8,2,6,0,5,0,1.5,2,2,3.58
energia,crisi,7,8,4,6,9,2,6,5,5,5,6,0,4,5.15
annuncio,notizie,9,8,7.5,7.5,6,6,9,8,9,9,9,8,9,8.08
annuncio,sforzo,6,0,2,5,9,2,3,2,4,0,3,4,3,3.31
ictus,ospedale,8,10,7,6.5,8,8,8,10,9,9,8,10,9,8.50
invalidita,morte,9,6,4.5,7,7,1,7,5,5,5,5,7,9,5.96
vittima,emergenza,8,0,6,8,7,3,7,7,6,9,7,8.5,9,6.58
trattamento,guarigione,8,10,7.5,7.5,8,5,8,10,8,9,9,8,7,8.08
rivista,associazione,7,2,6,5,9,5,5,2,4,7,6,6,5,5.31
dottore,personale,8,5,5,6,6,7,6,4,5,7,6,6,4,5.77
dottore,responsabilita,8,8,6,6,7.5,7,9,8,7,8,9,6,7,7.42
responsabilita,assicurazione,8,2,8,7.5,8,7,8,2,8,7,7,5,0,5.96
scuola,centro,5,1,7,6.5,7,8,7,6,4,4,5,0,0,4.65
ragione,ipertensione,5,5,0,1,2,1,8,0,1,3,0,0,0,2.00
ragione,criterio,8,3,8,5,8,7,9,8,6.5,9,2,0,9,6.35
cento,percento,9,10,10,8,9,9,6,8,7,8,10,10,10,8.77
Harvard,Yale,9,10,10,7.5,9,8,9,8,8,10,10,7,10,8.88
ospedale,infrastruttura,8,5,8,7,8,7,8,8,7,7,8,8,10,7.62
morte,fila,0,0,0,2,3,0,7,1,2,4,0,0,0,1.46
morte,carcerato,5,0,0,3,3,1,8,5,4,5,5,0,8,3.62
avvocato,prova,7,10,7,5,7,5,9,7,9,4,2,8,0,6.15
vita,morte,9,10,10,9,9,9,6,8,8,9,9,8,9,8.69
vita,termine,7,2,7,4,9.5,4,9,6,9,8,8,7,9,6.88
parola,somiglianza,7,1,0,2,5.5,5,8,3,4,4,7,5,0,3.96
commissione,raccomandazione,7,2,8,5,4,4,7,3,1,4,2,6,6,4.54
governatore,intervista,5,1,5,4,4,5,8,3,5.5,5,8,6,0,4.58
OPEC,Paese,7,5,8,6,6.5,6,6,8,6,7,9,8,8,6.96
pace,atmosfera,5,8,0,5,9,0,9,7,1,4,0,0,0,3.69
pace,assicurazione,4,2,0,5,5,4,8,7,3,6,0,0,0,3.38
territorio,kilometro,8,10,8,6,6.5,0,7,6,6,7,6,8,6,6.50
viaggio,attività,7,3,7,3.5,6,6,8,8,5.5,4,7,6,6,5.92
competizione,prezzo,6,10,0,6,8,3,6,3,5,4,7,8,9,5.77
consumatore,fiducia,7,6,6.5,6.5,8.5,4,9,4,6.5,8,9,8,8,7.00
consumatore,energia,7,10,6.5,8,7,5,8,7,7,6,7,8,4,6.96
problema,aeroporto,6,2,0,2,7,3,7,3,4.5,2,3,5,0,3.42
macchina,volo,6,5,0,3,5,3,8,6,6.5,4,0,0,0,3.58
credito,carta,9,10,10,7.5,9,4,9,8,8,9,10,10,9,8.65
credito,informazione,6,8,7,4,6,7,6,3,2,6,7,5,0,5.15
hotel,prenotazione,9,10,10,7.5,8.5,7,9,7,8,10,10,10,9,8.85
alimentari,denaro,8,10,7,5.5,7,2,8,2,5.5,5,5,5,4,5.69
registrazione,sistemazione,8,8,8,3,5,3,7,4,1,5,10,6,0,5.23
sistemazione,alloggio,9,8,8,8.5,9,7,8,7,9,9,10,10,10,8.65
mese,hotel,5,0,0,4,0,1,9,4,5.5,5,3,7,0,3.35
tipo,specie,10,10,10,9,7,9,8,4,7,10,10,8,10,8.62
arrivo,hotel,8,8,8,5,5,4,7,6,7,8,9,8,5,6.77
letto,ripostiglio,7,0,0,3,4,5,9,6,2,1,0,0,0,2.85
ripostiglio,vestiti,9,10,8,7,7,2,8,4,8,8,5,10,9.8,7.37
situazione,conclusione,6,5,8,2,7,6,8,5,4,6,4,5,0,5.08
situazione,isolamento,5,0,3,2,7,7,5,4,3,4,5,0,0,3.46
imparzialità,interesse,9,5,6,4,5,8,6,4,6.5,8,7,0,9,5.96
direzione,combinazione,6,0,4,5,2,3,2,3,4,3,0,0,0,2.46
strada,posto,9,5,5,5,6.5,4,5,6,5,7,8,8,7,6.19
strada,viale,10,10,10,8,7.5,7,4,7,6.5,10,10,8,10,8.31
strada,blocco,8,10,8,6,6.5,3,7,4,6,8,8,7,8,6.88
strada,bambini,5,2,0,4,5,5,9,7,5.5,4,7,0,0,4.12
lista,prossimità,1,0,0,2,3,3,9,3,1,4,2,0,0,2.15
lista,categoria,8,5,8,4,7,8,9,3,5,7,7,6,9,6.62
cellulare,telefono,10,10,10,8,8.5,9,5,7,9,10,10,10,10,8.96
produzione,escursione,1,0,0,2,2,2,4,5,1,0,0,0,0,1.31
campione,indice,9,0,8,7,6,6,5,4,7.5,5,6,6,9,6.04
media,commercio,5,5,2,6,8,4,4,4,1,8,9,2.5,6,4.96
media,aumento,8,5,2,6.5,4.5,8,4,3,7,8,4,0,4,4.92
dividendo,pagamento,9,10,8,6,7.5,7,5,5.5,10,8,7,4,8,7.31
dividendo,calcolo,8,10,8,7.5,8,7,7,8,8,10,10,9,9,8.42
calcolo,computazione,9,10,8,8.5,10,9,8,9,9,10,10,8.5,9,9.08
valuta,mercato,8,8,8,6.5,8,8,8,8,9,10,9,4,8,7.88
OPEC,petrolio,9,10,10,8.5,9,8,9,9.5,10,10,1,9,10,8.69
petrolio,azioni,8,10,8,6,7.5,6,7,8,7,9,3,0,7,6.65
annuncio,produzione,2,5,7,1,5,4,5,2,5,0,2,0,5,3.31
annuncio,avvertimento,8,10,9,6,6,7,5,6.5,5,0,8,9,9,6.81
profitto,avvertimento,5,2,0,1,4,4,4,1,4,0,5,2.5,4,2.81
profitto,perdita,8,10,10,6,7,8,7,7,7,10,9,0,8,7.46
dollaro,yen,9,10,8,7,8,7,6,7,9,10,10,9.5,8,8.35
dollaro,dollaro,10,10,10,10,10,10,10,10,10,10,10,10,10,10.00
dollaro,profitto,7,5,7,4,5,7,5,7,6,8,9,5,7,6.31
dollaro,perdita,8,5,7,4,6.5,7,5,7,6,7,6,0,5,5.65
computer,software,10,10,10,7.5,8.5,9,8,7,10,9,10,9,8,8.92
rete,hardware,9,5,9,7,5,4,7,6.5,9,9,9,6,6,7.04
telefono,apparecchiatura,8,6,9,7.5,6,3,6,7,7,9,8,5,8,6.88
apparecchiatura,fabbricatore,8,5,8,6.5,6.5,3,5,6.5,7,10,5,8,6,6.50
lusso,macchina,7,8,8,6.5,7,7,4,6.5,9,5,9,3,6,6.62
cinque,mese,5,5,0,2,5,1,2,5.5,9,8,1,0,3,3.58
relazione,guadagno,5,3,5,4,2,2,3,1,3,0,5,2,4,3.00
investitore,rendimento,8,10,7,5,6,4,5,7,9,10,8,8,9,7.38
liquido,acqua,9,10,9,8,8,7,7,8,10,10,10,8,10,8.77
baseball,stagione,5,10,8,4,8,4,2,6.5,9,9,5,5,7,6.35
gioco,vittoria,8,5,9,5,7,6,5,7,9,9,9,7,7,7.15
gioco,squadra,9,10,9,6,8,8,5,7.5,9,9,8,7,9,8.04
maratona,scatto,9,8,8,7,7.5,2,3,7.5,5,8,5,0,5,5.77
gioco,serie,8,2,7,4,3,6,3,6,8,5,2,6,7,5.15
gioco,sconfitta,8,5,10,5,7.5,7,3,7,9,9,6,7,6,6.88
sette,serie,6,0,0,10,0,0,2,3,7,8,1,0,3,3.08
Pesce,mare,9,10,8,8.5,7,9,8,9,10,10,10,9,10,9.04
Pesce,cibo,9,10,9,7.5,7,8,8,9,10,10,9,9,8,8.73
Pesce,aragosta,9,10,6,8,7,9,4,6.5,10,10,10,9,9,8.27
aragosta,cibo,9,10,8,7.5,7,9,7,7,10,10,9,8.5,5,8.23
aragosta,vino,8,2,5,6,3,6,3,5,7,6,6,0,6,4.85
cibo,preparazione,9,10,8,3,6,8,6,6,9,9,4,6,8,7.08
video,archivio,9,5,6,4,5,7,5,5.5,8,6,4,5,5,5.73
inizio,anno,8,5,8,3,6,5,8,6,8,6,2,0,6,5.46
inizio,partita,9,5,8,3,6,7,6,7,9,8,1,1,6,5.85
gioco,turno,9,8,8,3,6.5,8,5,8,8,9,4,5,8,6.88
pugilato,turno,9,8,0,4,3,3,4,7.5,0,9,1,5,5,4.50
campionato,torneo,9,10,10,8,7,7,6,7,9,10,10,8,10,8.54
combattimento,sconfitta,9,5,10,5,7,7,5,7,8,9,6,7,5,6.92
linea,assicurazione,4,0,7,2,0,1,3,4,0,0,2,1,2,2.00
giorno,estate,8,5,7,4,7,2,4,5,9,6,1,0,4,4.77
estate,siccità,9,10,8,5.5,7,3,6,6.5,9,7,3,6.5,8,6.81
estate,natura,8,5,6,6,8,5,6,6,7,6,2,0,7,5.54
giorno,alba,10,10,9,6,8.5,7,7,7,9,9,10,5,7,8.04
natura,ambiente,10,10,8,9,8,8,8,8,9,9,8,9,9,8.69
ambiente,ecologia,9,10,8,8.5,9,7,8,9,8,9,7,8,9,8.42
natura,uomo,9,10,7,8.5,8,5,6,6.5,7,2,8,8,6,7.00
uomo,donna,9,10,7.5,9,9,4,9,9,0,2,9,4,9,6.96
uomo,governatore,7,5,4,6,1,6,7,6,3,8,6,5.2,6,5.40
omicidio,omicidio colposo,10,10,8.5,9,6,9,6,8.5,10,7,10,10,9,8.69
sapone,opera,0,10,6,8.5,2,7,3,1,2,2,4,9,5,4.58
opera,esibizione,9,8,7,8,7,8,3,7.5,8,8,7,8,8,7.42
vita,lezione,8,5,6,7.5,5,9,6,6,8,7,7,8,8,6.96
fulcro,vita,8,5,4,4,2,6,4,6,5,5,5,8,6,5.23
produzione,troupe,8,8,6,6,4,5,5,7,7,8,8,7,8,6.69
televisione,film,8,10,7.5,5,6,4,7,8,8,7,8,9,9,7.42
amante,lite,7,5,6,5,5,7,4,6,6,8,8,8,6,6.23
telespettatore,serie,8,8,4,6.5,7,8,6,8,5,7,7.2,9,8,7.05
possibilità,ragazza,6,0,3,1,2,6,6,6.5,5,3,7,7,4,4.35
popolazione,sviluppo,7,5,6.5,5,7,8,6,7,7,4,5,6,7,6.19
moralità,importanza,7,5,6.5,4,6,5,7,5.5,6,7,6,5,6.5,5.88
moralità,matrimonio,8,5,6.5,5,3,4,2,6,6,6,8,8,5,5.58
Messico,Brasile,10,10,6.5,6,6,7,7,6,2,1,2,7,5,5.81
genere,uguaglianza,9,5,7,9,8,8,9,6,8,6,5,7,7,7.23
cambiamento,atteggiamento,8,3,5,8,6,9,5,5,6,5,4.7,5,7,5.90
famiglia,pianificazione,8,10,5.5,7,2,6,6,5,6,4,7,7,5,6.04
opera,industria,8,6,5,7,6,5,5,1,5,5,3,5,7,5.23
zucchero,approccio,0,0,1,0,0,4,2,1,3,4,0,1,3,1.46
pratica,istituzione,5,5,3,2,0,7,2,5.5,6,4,0,6,4,3.81
ministero,cultura,7,8,6,8,4,8,7,7.5,8,6,4,7,9,6.88
problema,sfida,8,5,6,8.5,5,9,7,5.5,8,7,6,7,8,6.92
dimensione,prominenza,4,3,1,7.5,7,5,5,5.5,5,7,6,6,5,5.15
Paese,cittadino,8,10,7,7,8,7,7,7,8,6,6,9,8,7.54
pianeta,popolo,4,2,7,5,7,8,3,7,3,7,4,4.8,7,5.29
sviluppo,questione,5,3,4,5,7,9,4,2,6,5,2,4,4,4.62
esperienza,musica,4,5,3,3,6,6,4,4,6,6,5,5,6,4.85
musica,progetto,5,5,3,3,5,5,4,4,7,8,5,6,5,5.00
vetro,metallo,6,0,4,2,7,7,4,5,0,3,6,6,6,4.31
alluminio,metallo,10,10,7.5,8,9,5,9,6.5,10,9,10,9,10,8.69
possibilità,credibilità,6,0,6,2,7,4,6,4.5,6,4,0,6,5,4.35
esposizione,cimeli,9,8,6,4.5,5,9,4,6,8,4,5,8,8,6.50
concerto,virtuoso,8,10,5,5.5,6,6,6,7,7,9,8,9,8.5,7.31
rock,jazz,9,10,7.5,6.5,7,4,7,7,4,7,7,7,8,7.00
museo,teatro,8,5,7.5,7,6,8,5,4,7,6,4,8,7,6.35
osservazione,architettura,6,5,3.5,4.5,5,7,5,5.5,6,6,3,5,5,5.12
spazio,mondo,9,2,7,6,7,8,3,7.5,7,7,4,9,8,6.50
preservazione,mondo,8,3,5,5,6,5,8,7,7,6,4,5,8,5.92
ammissione,biglietto,6,5,6,7,8,8,2,7,7,8,7,9,7,6.69
doccia,temporale,6,5,6.5,7.5,4,7,2,5,5,7,4,7,4,5.38
doccia,alluvione,4,5,5,5,7,9,2,5,5,6,2,5,4,4.92
tempo,previsioni,9,8,7.5,8.5,8,6,6,9,9,7,8,9,8,7.92
disastro,area,7,7,3,4.5,2,9,4,3,7,5,4,6,7,5.27
governatore,ufficio,8,5,4,6,6,8,6,6,7,7,6,7,8,6.46
