Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
century,year,6,8,6,7,8,5,8,2,4,9,4,8,10,6.54
century,nation,1,2,3,0,1,0,0,1,1,4,2,3,1,1.46
delay,racism,1,2,0,0,1,2,0,1,1,1,2,2,1,1.08
delay,news,1,2,3,2,1,3.5,0,1,1,3,3,3,1,1.88
minister,party,1,1,0,1,4,0,5,1,2,8,5,2.5,3,2.58
peace,plan,1,5,0,3,4,6,3,2,3,5,6,5,5,3.69
minority,peace,1,6,4,2,1,3,1,1,1,3,6,4,4,2.85
attempt,peace,1,5,0,1,1,2.5,2,1,1,2,5,7,2,2.35
government,crisis,1,8,3,3,2,3,7,3,3,4,7,5.5,8,4.42
deployment,departure,5,9,9,7,8,9,8,8,8,9,8,4.5,9,7.81
deployment,withdrawal,1,8,6,9,7,4,8,4,7,10,5,6.5,6,6.27
energy,crisis,1,8,0,3,1,3,5,3,2,7,6,5,6,3.85
announcement,news,4,9,6,9,7,8.5,8,8,4,9,9,7.5,10,7.62
announcement,effort,1,4,0,1,2,2,3,1,1,7,7,5,6,3.08
stroke,hospital,1,9,4,5,6,3,7,2,6,9,8,7.5,9,5.88
disability,death,4,8,4,7,1,2,5,2,6,8,7,6,7,5.15
victim,emergency,5,8,5,7,6,7,6,4,6,9,9,8,8,6.77
treatment,recovery,1,8,8,9,7,8,8,7,7,10,8,8,9,7.54
journal,association,1,8,5,1,1,2,2,1,2,4,3,4,5,3.00
doctor,personnel,1,7,6,5,4,4,5,5,5.5,7,9,7,9,5.73
doctor,liability,5,5,4,7,7,2,6,4,5,8,3,2,3,4.69
liability,insurance,10,9,9,10,9,7,7,7.5,7,10,7.75,8,9,8.48
school,center,4,8,7,10,4,2,6,5,4,6,3,1,6,5.08
reason,hypertension,0,3,0,0,1,0,1,2,1,0,0,0,1,0.69
reason,criterion,0,8,4,8,9,8,7,6.5,9,0,5,0,7,5.50
hundred,percent,10,8,8,9,9,6,4,4,5,10,5,5,4,6.69
Harvard,Yale,10,10,8,5,9,8,8,9,9,10,8,10,10,8.77
hospital,infrastructure,5,8,3,10,2,6,5,4.5,6,3,5,6,7,5.42
death,row,10,9,0,5,9,5,6,6,7,10,4,0,0,5.46
death,inmate,8,5,0,3,4,2,2,3,5,7,1,2,9,3.92
lawyer,evidence,10,10,5,10,6,5,6,5.5,8,10,6,4,10,7.35
life,death,10,8,9,0,9,9,8,5,10,10,7.5,4,1,6.96
life,term,0,9,6,10,5,5,5,6.5,6,7,3,2,5,5.35
word,similarity,1,5,0,0,7,2,1,3,0,6,0,1,0,2.00
board,recommendation,0,6,2,2,7,3,4,3.5,4,0,1,0,0,2.50
governor,interview,2,2,0,0,2,0,3,0,0,3,1,2,2,1.31
OPEC,country,1,5,0,0,3,3,6,4,1,0,1,0,1,1.92
peace,atmosphere,0,6,0,4,6,1,1,1,5,0,4,2,0,2.31
peace,insurance,0,6,0,0,0,1,1,1,0,0,0,0,0,0.69
territory,kilometer,6,7,0,0,7,2,4,2,2,0,1,1,0,2.46
travel,activity,4,5,6,6,6,2,5,7,5,7,2,4,4,4.85
competition,price,0,6,5,0,5,6,6,6,5,5,1,5,9,4.54
consumer,confidence,10,5,0,2,8,4,4,1,5,5,1,0,8,4.08
consumer,energy,2,7,4,5,7,4,4,3.5,5,5,0,5,7,4.50
problem,airport,1,2,5,3,2,1,1,1,4,3,1,1,0,1.92
car,flight,0,7,0,0,6,5,6,3,3,8,1,3,3,3.46
credit,card,10,5,7,10,9,5,5,6,5,10,4,2,5,6.38
credit,information,10,8,6,5,8,3,3,6.5,2,8,3,4,7,5.65
hotel,reservation,10,8,9,6,9,6,5.7,7,6,10,9,4,9,7.59
grocery,money,8,3,0,8,6,3,5,2.5,5,10,7,1,5,4.88
registration,arrangement,10,6,3,10,0,3,7,3.5,5,10,4,3,2,5.12
arrangement,accommodation,8,9,6,10,3,5,7,4,3,10,9,5,6,6.54
month,hotel,0,2,0,0,0,1,1,0,0,0,0,0,0,0.31
type,kind,10,10,9,10,9,9,9,9,10,10,9,7,10,9.31
arrival,hotel,10,4,5,5,5,3,5,4.5,3,8,2,0,1,4.27
bed,closet,0,2,0,0,7,4,3,4,4,4,2.25,0,0,2.33
closet,clothes,10,9,9,5,9,7,7,6.5,9,10,8.5,3,7,7.69
situation,conclusion,0,7,5,3,4,6,4,6,2,0,4,3,1,3.46
situation,isolation,0,4,4,5,3,2,2,0.5,1,0,2,0,1,1.88
impartiality,interest,5,4,0,0,3,4,4,6.5,5,0,2,0,1,2.65
direction,combination,0,3,0,0,0,2,3,0.5,1,0,1,0,0,0.81
street,place,6,5,7,8,7,6,7,6,7,10,4,3,3,6.08
street,avenue,10,9,9,10,9,8,8,9,10,10,9,5,8,8.77
street,block,10,8,7,8,9,8,8,8,8,10,8,5,5,7.85
street,children,0,1,0,0,7,2,1,0,3,2,4,0,0,1.54
listing,proximity,0,2,4,7,5,2,1,0.5,2,0,1,1,0,1.96
listing,category,10,9,8,6,4,6,4,7,8,10,5.75,4,0,6.29
cell,phone,10,9,9,8,8,7,8,8,8,10,8,8,10,8.54
production,hike,2,2,2,0,3,1,1,0,1,0,1,0,0,1.00
benchmark,index,1,7,0,0,5,4,7,1,6,10,7,0,10,4.46
media,trading,0,0,0,0,2,2,1,0,0,0,7,2,1,1.15
media,gain,0,3,0,0,0,3,0,0,0,1,6,3,1,1.31
dividend,payment,10,9,10,9,8,5,7,9,8,7,9,9,9,8.38
dividend,calculation,5,9,10,5,3,5,7,8,4,8,8,10,4,6.62
calculation,computation,10,9,10,9,9,8,9,10,9,9,10,10,10,9.38
currency,market,2,5,5,4,6,7,7,7,4,5,8,8,3,5.46
OPEC,oil,10,0,6,9,7,6,7,8,9,9.75,8,9,9,7.52
oil,stock,5,9,5,0,5,6,6,7,5,5,7,7,7,5.69
announcement,production,0,0,4,0,2,4,3,0,0,2,7,2,7,2.38
announcement,warning,10,5,0,7,6,5,6,7,3,5,9,9,8,6.15
profit,warning,0,0,0,0,0,3,0,0,0,0,5,1,1,0.77
profit,loss,10,4,10,9,7,7,5,10,8,8,1,8,0,6.69
dollar,yen,10,9,5,8,7,8,6,9,9,8,7,10,9,8.08
dollar,buck,10,10,10,9,9,9,9,10,10,10,10,9,9,9.54
dollar,profit,10,6,8,7,4,7,5,8,4,5,8,9,7,6.77
dollar,loss,8,0,8,4,4,6,5,8,4,5,7,5,6,5.38
computer,software,10,9,10,9,8,7,6,8,8,8,4,9,8,8.00
network,hardware,7,9,10,8,7,6,5.5,8,6,7,10,8,9,7.73
phone,equipment,5,7,7,8,8,5,3,7,8,8,8,9,6,6.85
equipment,maker,4,0,0,8,2,6,2,5,0,5,8,4,3,3.62
luxury,car,10,4,8,8,4,4,3.5,5,0,3,8,7,2,5.12
five,month,0,0,0,0,4,1,0,0,0,0,4,4,1,1.08
report,gain,0,5,5,3,4,5,2,1,0,0,4,2,8,3.00
investor,earning,10,6,10,6,6,7,4.5,5,4,3,5,9,8,6.42
liquid,water,10,9,10,7,8,9,7,7,8,9,8,10,10,8.62
baseball,season,10,0,5,8,5,4,4,6,0,7,7,6,7,5.31
game,victory,10,5,10,8,5,5,6,7,0,8,7,8,6,6.54
game,team,10,6,10,8,6,7,6,7,2,7,8,9,7,7.15
marathon,sprint,10,0,0,9,8,6,5,7,8,7,6,8,0,5.69
game,series,6,4,5,8,4,6,4,5,0,2,3,6,7,4.62
game,defeat,10,5,5,8,5,5,4,6,2,8,4,5,3,5.38
seven,series,4,5,0,6,2,1,1,2,0,1,4,4,1,2.38
seafood,sea,10,7,10,9,8,8,4,8,5,9.25,7,9,9,7.94
seafood,food,10,9,10,9,9,8,6.5,8,5,9.25,9,10,8,8.52
seafood,lobster,10,9,10,8,8,9,6,8,5,9.75,9,10,10,8.60
lobster,food,10,9,10,8,8,9,4,8,6,9.75,9,10,8,8.37
lobster,wine,0,3,5,5,4,2,1,6,0,1,2,3,1,2.54
food,preparation,5,5,10,7,5,5,4,5,5,3,8,4,5,5.46
video,archive,0,5,3,5,3,6,3,5,2,4,7,3,2,3.69
start,year,0,0,4,0,2,2,0.5,3,0,1,4,2,0,1.42
start,match,0,3,0,3,2,2,0,3,2,4,5,3,0,2.08
game,round,10,0,5,5,3,7,5,6,2,4,5,4,2,4.46
boxing,round,10,5,5,8,4,8,6,7,5,5,7,8,7,6.54
championship,tournament,10,7,5,9,5,9,8,8,9,6,8,9,10,7.92
fighting,defeating,8,4,6,6,6,4,5,7,3,1,4,8,7,5.31
line,insurance,0,0,0,0,1,5,0,0,0,0,5,3,1,1.15
day,summer,5,3,4,7,3,1,2,2,2,3,7,6,1,3.54
summer,drought,10,9,8,7,4,6,2,3,2,3.5,4,6,3,5.19
summer,nature,10,5,6,5,3,3,3,5,2,2,5,8,3,4.62
day,dawn,10,5,10,8,7,7,7,8,8,6,8,9,6,7.62
nature,environment,10,9,9,8,8,9,9,7,7,10,9,10,10,8.85
environment,ecology,10,9,8,8.5,8,9,8,6,7.5,9,8,8,8,8.23
nature,man,8,6,8,4,8,9,7,4,3,9,7,7,7,6.69
man,woman,8,9,9,5,10,9,9,5,9,9,9,8,10,8.38
man,governor,9,5,6,1,7,3,6,5,4,9,8,7,8,6.00
murder,manslaughter,9,8,8,8.5,8,9,8,5,7,9,8,10,2,7.65
soap,opera,10,9,5,1,7,4,10,7,2,3,5,7,0,5.38
opera,performance,9,7,6,7,7,5,7,6,7,10,10,6,10,7.46
life,lesson,7,8,5,6,5,0,6,7,3,9,8,5,5,5.69
focus,life,8,4,2,1,2,0,5,6,0,7,8,10,5,4.46
production,crew,9,7,5,2,5,2,6,5,2,9,8,5,5,5.38
television,film,10,8,7,6.5,8,9,5,4,3,8,7,7,7,6.88
lover,quarrel,9,8,3,2,5,8,5,6,3,7,6,10,2,5.69
viewer,serial,8,4,2,1.5,3,5,6,1,0,2,2,5,0,3.04
possibility,girl,3,0,1,0,2,2,3,6,1,2,2,10,0,2.46
population,development,8,4,3,3.5,1,5,4,4,1,5,9,5,5,4.42
morality,importance,8,0,2,2,5,5,3,6,6,5,9,7,0,4.46
morality,marriage,7,3,2,3,5,5,3,7,1,4,9,8,5,4.77
Mexico,Brazil,8,6,7,6,8,8.5,7,5,8,3,6,1,7,6.19
gender,equality,8,9,5,3,5,7.5,6,7,4,8,9,10,0,6.27
change,attitude,7,7,5,3,5,7,5,6,1,9,9,8,0,5.54
family,planning,7,8,5,3.5,5,6.5,7,7,4,7,6,8,0,5.69
opera,industry,2,2,4,1,3,3,2,6,1,6,2,7,5,3.38
sugar,approach,1,0,1,0,1,0,1,5,1,1,1,1,0,1.00
practice,institution,7,0,1,1,5,5,4,7,0,3,9,1,0,3.31
ministry,culture,8,1,2,1.5,4,5,5,6,1,8,9,1,5,4.35
problem,challenge,8,9,8,7,9,9.5,4,5,8,10,9,7,8,7.81
size,prominence,7,7,7,6.5,8,3,5,7,7,4,6,8,5,6.19
country,citizen,9,8,7,4,8,2,6,5,4,9,7,6,5,6.15
planet,people,8,5,7,3,7,2,6,7,6,8,7,5,5,5.85
development,issue,8,0,5,6.5,6,4,3,6,1,7,7,6,0,4.58
experience,music,7,0,2,3,3,2,4,7,4,9,6,7,5,4.54
music,project,8,3,3,2,3,0,5,5,3,9,6,6,5,4.46
glass,metal,8,7,6,3.5,7,2,6,1,2,2,5,5,5,4.58
aluminum,metal,9,9,8,7,9,4,7,4,6,9,9,8,10,7.62
chance,credibility,7,0,2,3.5,2,0,3,6,3,8,3,8,8,4.12
exhibit,memorabilia,8,7,5,6,7,4,4,5,1,8,6,10,5,5.85
concert,virtuoso,7,4,7,5.5,7,1,6,4,7,8,7,7,8,6.04
rock,jazz,9,8,8,4,9,7,7,7,8,2,7,5,8,6.85
museum,theater,8,3,7,3.5,7,7.5,4,6,8,5,6,6,7,6.00
observation,architecture,7,3,3,2,3,3,5,7,3,2,2,7,0,3.62
space,world,8,4,8,4,5,9,6,5,2,9,9,7,0,5.85
preservation,world,7,0,2,3.5,4,6.5,5,6,1,6,7,8,0,4.31
admission,ticket,9,9,6,7.5,9,7,7,7,6,9,9,3,8,7.42
shower,thunderstorm,9,7,6,7,8,7.5,8,5,2,8,6,5,9,6.73
shower,flood,9,4,5,6.5,7,6,7,6,4,7,6,5,8,6.19
weather,forecast,9,9,5,8.5,9,8,6,7,6,9,9,7,10,7.88
disaster,area,7,8,5,2.5,5,6,4,5,3,8,4,8,0,5.04
governor,office,9,6,5,6,7,4,5,4,5,9,8,8,0,5.85
architecture,century,8,0,2,3,2,2,6,6,0,3,2,4,5,3.31
